ts,session_id,step_id,gt_label,pred_label,roll_deg,pitch_deg
1779166610.3455,3,CALIBRACION,Centro,Centro,13.589,-5.78
1779166610.479,3,CALIBRACION,Centro,Centro,13.589,-5.78
1779166610.6126,3,CALIBRACION,Centro,Centro,8.335,-10.401
1779166610.7363,3,CALIBRACION,Centro,Centro,8.335,-5.78
1779166610.8749,3,CALIBRACION,Centro,Centro,1.252,-5.78
1779166611.0003,3,CALIBRACION,Centro,Centro,1.252,-5.592
1779166611.1291,3,CALIBRACION,Centro,Centro,1.246,-5.78
1779166611.2602,3,CALIBRACION,Centro,Centro,1.246,-5.592
1779166611.39,3,CALIBRACION,Centro,Centro,0.203,-5.592
1779166611.5113,3,CALIBRACION,Centro,Centro,0.203,-5.592
1779166611.651,3,CALIBRACION,Centro,Centro,-0.994,-5.592
1779166611.7812,3,CALIBRACION,Centro,Centro,-1.675,-5.58
1779166611.9084,3,CALIBRACION,Centro,Centro,-7.377,-5.58
1779166612.0351,3,CALIBRACION,Centro,Centro,-7.377,-5.58
1779166612.1679,3,CALIBRACION,Centro,Centro,-7.506,-6.079
1779166612.2881,3,CALIBRACION,Centro,Centro,-7.966,-7.682
1779166612.4211,3,CALIBRACION,Centro,Centro,-7.966,-8.862
1779166612.5505,3,CALIBRACION,Centro,Centro,-8.131,-9.135
1779166612.6922,3,CALIBRACION,Centro,Centro,-7.966,-9.333
1779166612.8284,3,CALIBRACION,Centro,Centro,-7.46,-9.716
1779166612.9686,3,CALIBRACION,Centro,Centro,-7.966,-9.716
1779166613.0998,3,CALIBRACION,Centro,Centro,-7.46,-10.11
1779166613.2271,3,CALIBRACION,Centro,Centro,-5.951,-10.708
1779166613.3596,3,CALIBRACION,Centro,Centro,-5.951,-10.821
1779166613.4963,3,CALIBRACION,Centro,Centro,0.083,-11.181
1779166613.6292,3,CALIBRACION,Centro,Centro,4.234,-13.05
1779166613.7542,3,CALIBRACION,Centro,Centro,4.234,-18.203
1779166613.8926,3,CALIBRACION,Centro,Centro,4.234,-18.203
1779166614.0199,3,CALIBRACION,Centro,Centro,4.234,-18.203
1779166614.1533,3,CALIBRACION,Centro,Centro,1.496,-18.203
1779166614.2742,3,CALIBRACION,Centro,Centro,1.496,-17.869
1779166614.4244,3,CALIBRACION,Centro,Centro,1.496,-17.789
1779166614.5565,3,CALIBRACION,Centro,Centro,1.496,-17.789
1779166614.6853,3,CALIBRACION,Centro,Centro,2.467,-17.789
1779166614.8159,3,CALIBRACION,Centro,Centro,2.467,-17.789
1779166614.9548,3,CALIBRACION,Centro,Centro,2.467,-18.009
1779166615.0916,3,CALIBRACION,Centro,Centro,2.671,-18.009
1779166615.2245,3,CALIBRACION,Centro,Centro,2.702,-18.009
1779166615.3603,3,CALIBRACION,Centro,Centro,2.806,-18.009
1779166615.4943,3,CALIBRACION,Centro,Centro,4.385,-17.167
1779166615.6303,3,CALIBRACION,Centro,Centro,5.477,-17.167
1779166615.7621,3,CALIBRACION,Centro,Centro,5.477,-17.167
1779166615.8987,3,CALIBRACION,Centro,Centro,5.477,-17.167
1779166616.0289,3,CALIBRACION,Centro,Centro,5.318,-17.293
1779166616.1657,3,CALIBRACION,Centro,Centro,5.056,-17.315
1779166616.2947,3,CALIBRACION,Centro,Centro,5.04,-17.315
1779166616.4338,3,CALIBRACION,Centro,Centro,5.04,-17.315
1779166616.5624,3,CALIBRACION,Centro,Centro,4.152,-17.293
1779166616.6883,3,CALIBRACION,Centro,Centro,3.399,-17.051
1779166616.8144,3,CALIBRACION,Centro,Centro,1.619,-17.051
1779166616.951,3,CALIBRACION,Centro,Centro,1.619,-17.051
1779166617.0866,3,CALIBRACION,Centro,Centro,1.619,-17.051
1779166617.2139,3,CALIBRACION,Centro,Centro,1.619,-18.084
1779166617.3493,3,CALIBRACION,Centro,Centro,2.879,-18.084
1779166617.4844,3,CALIBRACION,Centro,Centro,4.92,-18.209
1779166617.615,3,CALIBRACION,Centro,Centro,5.212,-18.532
1779166617.748,3,CALIBRACION,Centro,Centro,5.212,-19.024
1779166617.8809,3,CALIBRACION,Centro,Centro,5.212,-18.99
1779166618.0094,3,CALIBRACION,Centro,Centro,5.212,-18.99
1779166618.1833,3,CALIBRACION,Centro,Centro,5.374,-18.99
1779166618.3584,3,CALIBRACION,Centro,Centro,5.374,-18.99
1779166618.4879,3,CALIBRACION,Centro,Centro,5.212,-18.962
1779166618.621,3,CALIBRACION,Centro,Centro,5.374,-18.962
1779166618.7492,3,CALIBRACION,Centro,Centro,5.535,-17.99
1779166618.884,3,CALIBRACION,Centro,Centro,5.941,-17.943
1779166619.0126,3,CALIBRACION,Centro,Centro,6.92,-17.943
1779166619.1471,3,CALIBRACION,Centro,Centro,6.92,-17.943
1779166619.2697,3,CALIBRACION,Centro,Centro,7.553,-17.519
1779166619.4136,3,CALIBRACION,Centro,Centro,7.887,-17.519
1779166619.5609,3,CALIBRACION,Centro,Centro,7.887,-17.519
1779166619.6919,3,CALIBRACION,Centro,Centro,7.887,-17.519
1779166619.8282,3,CALIBRACION,Centro,Centro,7.887,-17.357
1779166619.9635,3,CALIBRACION,Centro,Centro,7.42,-17.357
1779166620.1006,3,CALIBRACION,Centro,Centro,6.763,-17.193
1779166620.2393,3,CALIBRACION,Centro,Centro,6.712,-17.193
1779166620.3833,3,CALIBRACION,Centro,Centro,5.947,-16.895
1779166620.5169,3,CALIBRACION,Centro,Centro,4.018,-16.895
1779166620.6553,3,CALIBRACION,Centro,Centro,3.874,-16.895
1779166620.7785,3,CALIBRACION,Centro,Centro,3.874,-16.895
1779166620.9023,3,CALIBRACION,Centro,Centro,3.874,-16.895
1779166621.0267,3,CALIBRACION,Centro,Centro,3.874,-16.918
1779166621.1662,3,CALIBRACION,Centro,Centro,3.874,-17.327
1779166621.6729,3,CALIBRACION,Centro,Centro,3.725,-17.42
