ts,session_id,step_id,gt_label,pred_label,roll_deg,pitch_deg
1779167445.2608,10,CALIBRACION,Centro,Lateral,45.039684673781224,15.037118836911073
1779167445.3949,10,CALIBRACION,Centro,Lateral,26.64359495077037,10.516308501525257
1779167445.5278,10,CALIBRACION,Centro,Lateral,27.98360951798253,11.123288286155956
1779167445.6611,10,CALIBRACION,Centro,Lateral,20.52067554535338,10.934923400232151
1779167445.7902,10,CALIBRACION,Centro,Lateral,20.64985924880581,10.161929763029962
1779167445.9308,10,CALIBRACION,Centro,Lateral,21.879180142512954,9.52462073587331
1779167446.0706,10,CALIBRACION,Centro,Lateral,21.33031752473491,10.72052230472995
1779167446.2079,10,CALIBRACION,Centro,Lateral,21.799899458191106,10.892253908075972
1779167446.339,10,CALIBRACION,Centro,Lateral,20.061555302344246,9.08111456955583
1779167446.4775,10,CALIBRACION,Centro,Lateral,27.20379437316056,9.807582123859387
1779167446.6132,10,CALIBRACION,Centro,Lateral,39.41826115570943,5.89801404049319
1779167446.7525,10,CALIBRACION,Centro,Lateral,44.98210696303328,9.947843889398069
1779167446.8845,10,CALIBRACION,Centro,Lateral,44.02022547317994,10.357903723327723
1779167447.0086,10,CALIBRACION,Centro,Lateral,42.89861507754775,11.670239934211423
1779167447.1439,10,CALIBRACION,Centro,Lateral,39.5962327249341,12.394027248864557
1779167447.2748,10,CALIBRACION,Centro,Lateral,30.12540500541875,15.234608091878213
1779167447.3982,10,CALIBRACION,Centro,Lateral,32.10803343256442,13.583141285757737
1779167447.5305,10,CALIBRACION,Centro,Lateral,32.046333784793916,13.961508408546127
1779167447.6655,10,CALIBRACION,Centro,Lateral,32.50585903346791,13.165582447325294
1779167447.7955,10,CALIBRACION,Centro,Lateral,41.15869351351891,12.424089469215197
1779167447.9316,10,CALIBRACION,Centro,Lateral,41.041232092462224,13.827377869192885
1779167448.0589,10,CALIBRACION,Centro,Lateral,40.475518736935555,14.377458748503487
1779167448.199,10,CALIBRACION,Centro,Lateral,39.73212801699552,12.171683690345969
1779167448.3258,10,CALIBRACION,Centro,Lateral,38.67682343108054,12.868341540892857
1779167448.4641,10,CALIBRACION,Centro,Lateral,33.78403183426853,12.641018132789863
1779167448.5936,10,CALIBRACION,Centro,Lateral,33.84320088938284,15.673422648418615
1779167448.7256,10,CALIBRACION,Centro,Lateral,31.62456738301655,12.730871889390274
1779167448.8528,10,CALIBRACION,Centro,Center,31.760974182268704,13.611842354839467
1779167449.7241,10,CALIBRACION,Centro,Lateral,45.946278877503545,13.379589155388405
1779167449.8566,10,CALIBRACION,Centro,Lateral,44.26733169933698,7.280940375589387
1779167451.0187,10,CALIBRACION,Centro,Lateral,45.680618130004326,7.549016143192621
1779167451.1576,10,CALIBRACION,Centro,Lateral,45.136968772904126,7.0571587140989935
1779167451.2876,10,CALIBRACION,Centro,Lateral,20.167960859060038,8.821127523445256
1779167451.4238,10,CALIBRACION,Centro,Centro,-1.1197261505597629,26.670660821351845
1779167452.4456,10,CALIBRACION,Centro,Centro,1.1656184196992032,27.381357910047782
1779167452.58,10,CALIBRACION,Centro,Centro,-0.4859232906335526,27.45519571545294
1779167452.9735,10,CALIBRACION,Centro,Centro,0.7362244142907161,27.718547804082416
1779167453.1007,10,CALIBRACION,Centro,Centro,7.218773489224471,-27.81448341840411
1779167453.2369,10,CALIBRACION,Centro,Centro,8.821183473683604,-30.093279176195836
1779167453.3728,10,CALIBRACION,Centro,Center,7.388104870925048,-30.890414347840668
